Date of Encashment,Name of Political Party,Account Number of Political Party,Prefix,Bond Number,Denominations,Pay Branch Code,Pay Teller
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,12403,1000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,12413,1000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,12417,1000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,12465,1000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,12409,1000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,12433,1000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,12445,1000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,12459,1000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,12425,1000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,12437,1000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,12471,1000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,12405,1000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,12411,1000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,12439,1000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,12447,1000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,12455,1000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,12429,1000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,12431,1000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,12461,1000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,12441,1000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,12463,1000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,12467,1000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,12453,1000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,12475,1000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,12407,1000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,12457,1000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,12477,1000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,12451,1000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,12479,1000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,12421,1000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,12423,1000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,12443,1000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,12419,1000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,12427,1000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,12408,1000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,12398,1000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,12394,1000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,12402,1000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,12396,1000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,12390,1000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,12406,1000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,12404,1000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,12392,1000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,12400,1000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,12472,1000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,12480,1000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,12476,1000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,12474,1000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,12478,1000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,12468,1000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,12484,1000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,12482,1000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,12470,1000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,888,1000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,876,1000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,883,1000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,886,1000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,880,1000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,894,1000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,898,1000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,896,1000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,892,1000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,890,1000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,776,1000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,780,1000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,1627,1000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,1644,1000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,1633,1000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,1646,1000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,1636,1000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,11275,1000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,11276,1000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,11274,1000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,11279,1000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,11280,1000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,11278,1000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,11266,1000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,11272,1000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,11273,1000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,11271,1000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,10835,1000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,10834,1000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,10837,1000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,10833,1000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,10836,1000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,10872,1000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,10875,1000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,10851,1000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,10873,1000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,10874,1000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,11343,1000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,11328,1000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,11342,1000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,11346,1000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,11330,1000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,11339,1000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,11329,1000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,11347,1000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,11331,1000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,11335,1000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,11340,1000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,11344,1000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,11336,1000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,11338,1000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,11334,1000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,11341,1000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,11327,1000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,11332,1000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,11345,1000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,11333,1000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,10538,1000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,10547,1000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,10542,1000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,10544,1000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,10549,1000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,10510,1000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,10506,1000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,10508,1000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,10502,1000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,10504,1000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,10528,1000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,10536,1000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,10530,1000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,10534,1000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,10525,1000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,10514,1000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,10521,1000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,10512,1000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,10519,1000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,10516,1000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OL,2124,100000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OL,2132,100000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OL,2122,100000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OL,2126,100000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OL,2128,100000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OL,2134,100000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OL,2130,100000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OL,2136,100000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OL,2140,100000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OL,2138,100000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OL,2149,100000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OL,2131,100000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OL,2145,100000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OL,2135,100000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OL,2141,100000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OL,2137,100000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OL,2139,100000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OL,2143,100000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OL,2133,100000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OL,2147,100000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OL,3056,100000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OL,3059,100000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OL,3064,100000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OL,3053,100000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OL,3062,100000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OL,3101,100000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OL,3102,100000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OL,3106,100000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OL,3105,100000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OL,3103,100000,691,3300196
12-04-2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,2586,10000000,691,3627829
12-04-2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,2603,10000000,691,3627829
12-04-2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,5253,10000000,691,3627829
12-04-2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,5252,10000000,691,3627829
12-04-2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,5255,10000000,691,3627829
12-04-2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,5251,10000000,691,3627829
12-04-2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,5254,10000000,691,3627829
12-04-2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,5257,10000000,691,3627829
12-04-2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,5258,10000000,691,3627829
12-04-2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,11010,1000000,691,3300196
12-04-2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,11004,1000000,691,3300196
12-04-2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,11006,1000000,691,3300196
12-04-2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,11002,1000000,691,3300196
12-04-2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,11008,1000000,691,3300196
12-04-2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,772,1000000,691,3300196
12-04-2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,774,1000000,691,3300196
12-04-2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,770,1000000,691,3300196
12-04-2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,766,1000000,691,3300196
12-04-2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,768,1000000,691,3300196
12-04-2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,7523,1000000,691,3300196
12-04-2019,SHIVSENA,*******4444,OC,6639,10000000,300,6283527
12-04-2019,SHIVSENA,*******4444,OC,6633,10000000,300,6283527
12-04-2019,SHIVSENA,*******4444,TL,6859,1000000,300,6283527
12-04-2019,SHIVSENA,*******4444,TL,6857,1000000,300,6283527
12-04-2019,SHIVSENA,*******4444,TL,6861,1000000,300,6283527
12-04-2019,SHIVSENA,*******4444,TL,6853,1000000,300,6283527
12-04-2019,SHIVSENA,*******4444,TL,6855,1000000,300,6283527
12-04-2019,SHIVSENA,*******4444,TL,12332,1000000,300,6283527
12-04-2019,SHIVSENA,*******4444,TL,12330,1000000,300,6283527
12-04-2019,SHIVSENA,*******4444,TL,12428,1000000,300,6283527
12-04-2019,SHIVSENA,*******4444,TL,12426,1000000,300,6283527
12-04-2019,SHIVSENA,*******4444,TL,12424,1000000,300,6283527
12-04-2019,SHIVSENA,*******4444,TL,12430,1000000,300,6283527
12-04-2019,SHIVSENA,*******4444,TL,12422,1000000,300,6283527
12-04-2019,SHIVSENA,*******4444,TL,12490,1000000,300,6283527
12-04-2019,SHIVSENA,*******4444,TL,12486,1000000,300,6283527
12-04-2019,SHIVSENA,*******4444,TL,12495,1000000,300,6283527
12-04-2019,SHIVSENA,*******4444,TL,12488,1000000,300,6283527
12-04-2019,SHIVSENA,*******4444,TL,12499,1000000,300,6283527
12-04-2019,TELUGU DESAM PARTY,*******3067,TL,12011,1000000,847,3367975
12-04-2019,TELUGU DESAM PARTY,*******3067,TL,12009,1000000,847,3367975
12-04-2019,TELUGU DESAM PARTY,*******3067,TL,12030,1000000,847,3367975
12-04-2019,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OC,4272,10000000,847,3367975
12-04-2019,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OC,4536,10000000,847,3367975
12-04-2019,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OC,4526,10000000,847,3367975
12-04-2019,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OC,4538,10000000,847,3367975
12-04-2019,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OC,4518,10000000,847,3367975
12-04-2019,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OC,5353,10000000,847,3367975
12-04-2019,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,TL,7536,1000000,847,3367975
12-04-2019,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,TL,7538,1000000,847,3367975
12-04-2019,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OL,23624,100000,847,3367975
12-04-2019,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OL,23620,100000,847,3367975
12-04-2019,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OL,23618,100000,847,3367975
12-04-2019,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OL,23622,100000,847,3367975
12-04-2019,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OL,23626,100000,847,3367975
15-04-2019,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,*******5199,OL,162,100000,800,2770121
15-04-2019,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,*******5199,OL,187,100000,800,2770121
15-04-2019,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,*******5199,OL,174,100000,800,2770121
15-04-2019,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,*******5199,OL,179,100000,800,2770121
15-04-2019,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,*******5199,OL,165,100000,800,2770121
15-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,4314,10000000,691,4567455
15-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,4318,10000000,691,4567455
15-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,4316,10000000,691,4567455
15-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,3676,10000000,691,4567455
15-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,3679,10000000,691,4567455
15-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,3680,10000000,691,4567455
15-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,3682,10000000,691,4567455
15-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,3681,10000000,691,4567455
15-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,2617,10000000,691,4567455
15-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,2602,10000000,691,4567455
15-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,2594,10000000,691,4567455
15-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,2595,10000000,691,4567455
15-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,4512,10000000,691,4567455
15-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,4519,10000000,691,4567455
15-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,2597,10000000,691,4567455
15-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,4532,10000000,691,4567455
15-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,4511,10000000,691,4567455
15-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,4533,10000000,691,4567455
15-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,4523,10000000,691,4567455
15-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,4508,10000000,691,4567455
15-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,4530,10000000,691,4567455
15-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,4514,10000000,691,4567455
15-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,4516,10000000,691,4567455
15-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,4534,10000000,691,4567455
15-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,2598,10000000,691,4567455
15-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,4520,10000000,691,4567455
15-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,4513,10000000,691,4567455
15-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,4515,10000000,691,4567455
15-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,4524,10000000,691,4567455
15-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,2599,10000000,691,4567455
15-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,4517,10000000,691,4567455
15-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,4521,10000000,691,4567455
15-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,4527,10000000,691,4567455
15-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,2600,10000000,691,4567455
15-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,4529,10000000,691,4567455
15-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,4525,10000000,691,4567455
15-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,4531,10000000,691,4567455
15-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,4522,10000000,691,4567455
15-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,4528,10000000,691,4567455
15-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,5165,10000000,691,4567455
15-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,5167,10000000,691,4567455
15-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,5166,10000000,691,4567455
15-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,5259,10000000,691,4567455
15-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,6871,1000000,691,4567455
15-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,6865,1000000,691,4567455
15-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,6863,1000000,691,4567455
15-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,6867,1000000,691,4567455
15-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,6869,1000000,691,4567455
15-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,12372,1000000,691,4567455
15-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,12366,1000000,691,4567455
15-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,12380,1000000,691,4567455
15-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,12382,1000000,691,4567455
15-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,12376,1000000,691,4567455
15-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,12374,1000000,691,4567455
